gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,0.019792204095925633,1,0,1,0,0,1,0,0,0,0,1,0,0.5669568180847319,0.010551370957919026,1
1,0,0,0,0.15723830793410593,1,1,1,0,0,0,0,1,1,0,1,2,0.8029159332075873,0.12061388101783874,1
0,0,0,0,0.03225402849803807,1,1,1,0,0,0,0,0,0,0,0,3,0.61709493777697,0.018225897815635772,1
0,1,0,0,0.11439670114425668,1,0,1,0,0,1,0,0,1,0,1,1,0.74661621665917,0.08523555044660644,1
0,0,0,0,0.1513613992835489,1,1,1,0,0,0,0,1,1,0,1,2,0.7799226645773034,0.12309437334922727,1
0,0,0,0,0.10967110688809875,1,0,0,0,0,0,0,0,0,0,0,2,0.2661974390659278,0.039709382097073725,1
1,0,0,0,0.026259678589326332,1,0,0,0,0,0,0,0,0,0,1,3,0.2670936086600321,0.008322093357562163,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,3,0.5188957597955869,0.005954191536978593,1
0,0,0,0,0.1416371332109235,1,1,1,0,1,1,0,0,1,0,1,1,0.7624351661581921,0.1101442317988404,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,0,2,0.5139860481740576,0.005897253385817307,1
0,0,1,1,0.2498194761515079,1,1,1,0,0,1,0,0,1,0,1,2,0.6932392168461157,0.18948214688093418,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,0,0,1,3,0.31791342214704404,0.003623390136831056,1
0,1,0,0,0.18574635922017366,1,1,1,1,0,0,0,1,1,0,1,2,0.8220128322783623,0.15363615437451889,1
1,0,0,0,0.06776615055588583,1,1,1,0,0,0,0,0,1,0,1,2,0.6813861236616994,0.04764411042893094,1
1,0,0,0,0.021372616184746836,1,0,0,0,0,0,0,0,0,0,1,2,0.2933588174558216,0.006655787496325828,1
1,0,0,0,0.7392884977746044,1,0,2,0,0,0,0,0,0,1,0,2,0.01525216031857847,0.11667103587663902,1
0,1,0,0,0.20567629551356448,1,1,1,0,0,0,0,0,1,0,1,2,0.6612752651307802,0.1425968989542153,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,0,0,0,2,0.30555046251933443,0.003480016326239685,1
1,1,0,0,0.022463648525784016,0,0,0,0,0,1,0,0,1,0,1,2,0.24264988660800313,0.005993844996759655,1
0,1,0,0,0.1388888888888889,0,0,0,0,0,0,0,0,0,0,1,2,0.152068616862005,0.03486330341162229,1
0,1,0,0,0.05896261475825337,0,0,0,0,0,0,0,0,0,0,0,2,0.1965387490394157,0.015442437028442058,1
1,0,0,0,0.060118602280852036,0,0,0,0,1,0,0,1,1,0,1,2,0.3095017058939532,0.025003485607550235,1
0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,2,0.5639642756287641,0.006476853184940087,1
0,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5078391429665493,0.005825967443819319,1
1,0,0,0,0.05555555555555555,0,0,0,0,0,0,0,1,1,0,1,2,0.2917795288814469,0.020272807489730864,1
0,1,0,0,0.018449992269232912,0,0,0,0,0,0,0,0,0,0,1,3,0.07004478304247799,0.0016223295483254073,1
0,0,0,0,0.10533334790458754,1,0,0,0,0,0,0,0,0,0,1,0,0.28920594718321724,0.03809467347352581,1
0,0,1,1,0.33920519086937667,1,1,1,0,0,1,0,0,0,0,1,0,0.6860248551972151,0.25158102070664096,1
0,0,1,0,0.06836292228528523,1,1,1,0,0,1,0,1,1,0,1,2,0.8163196323125346,0.05273649880338605,1
0,0,1,1,0.5360793256904118,1,1,1,0,0,1,1,1,1,0,1,2,0.8431280215726015,0.45713732212177927,1
1,0,1,1,0.3882476063664236,1,0,1,1,0,0,0,1,1,0,0,1,0.7692207233439652,0.2971300507965397,1
0,0,0,0,0.09063739790702642,1,1,1,0,0,0,0,0,0,0,1,2,0.5777647584438735,0.05262661675908471,1
1,0,0,0,0.034307988540053826,0,0,0,0,0,0,0,0,0,0,0,2,0.065730994676848,0.004278405395231133,1
0,1,0,0,0.027752761795940217,1,0,0,0,0,0,0,0,0,0,0,3,0.36400436597761227,0.00984232079322465,1
0,0,1,0,0.15023762108364,1,1,1,0,0,1,0,1,1,0,1,2,0.806637897691762,0.11939054781745027,1
0,0,1,0,0.5358072900509535,1,1,0,1,1,0,1,0,0,0,0,1,0.5540478382989117,0.3396802395272305,1
1,0,0,0,0.01443395747363301,1,0,1,0,0,0,0,0,0,0,0,1,0.5147207333689173,0.006222776294794202,1
0,0,0,0,0.07074415520708617,1,0,0,0,0,0,1,0,0,0,1,2,0.3079136422015372,0.02344148598288253,1
0,0,0,0,0.055256296353517954,1,0,1,0,0,1,0,1,1,0,1,1,0.7946229598300248,0.04128166207885639,1
1,0,0,0,0.14445859738622688,1,0,0,0,0,0,0,0,0,0,1,0,0.26971533758800764,0.04976085021709491,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5078470063752316,0.005826058636130946,1
0,0,0,0,0.024346715822453208,1,0,1,0,0,1,0,0,0,0,0,0,0.5962027258024191,0.014262192919261682,1
1,1,0,0,0.30989139534638294,1,1,1,0,1,0,0,1,0,0,1,2,0.7031605880670339,0.2295229451965026,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,1,2,0.7107153500499851,0.008178732134782313,1
0,1,1,0,0.10244271272495564,1,1,1,0,0,0,0,0,1,0,1,2,0.6553156399966722,0.06362559031232735,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.511481357209348,0.005868206369667606,1
0,0,0,0,0.10890067740927933,1,1,1,0,1,0,0,0,0,0,0,0,0.6030910731776571,0.07043229734989553,1
0,0,0,0,0.08333333333333333,1,0,1,0,0,0,0,1,1,0,0,2,0.7086826380597537,0.06312859920069866,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,0,0.2651009768972413,0.0030109217837725306,1
1,1,0,0,0.2717698605629072,1,1,1,0,1,1,0,1,1,0,1,1,0.8470915747836602,0.23229409202123064,1
0,0,1,1,0.14019175834514802,0,0,0,1,0,0,0,0,0,0,0,0,0.13666986810751847,0.03797298065655297,1
1,0,1,1,0.590488162756192,1,1,1,0,0,1,0,0,1,0,1,2,0.777244062594789,0.4787346102854435,1
0,0,0,0,0.03585403538193491,0,0,0,0,0,0,1,0,0,0,1,2,0.12644924432586993,0.007060196135469108,1
0,1,0,0,0.6727922918384656,1,1,1,0,1,0,0,0,0,0,1,2,0.6185947435534552,0.4510896009097855,1
0,0,0,0,0.047197776947038576,0,0,0,0,0,0,0,1,1,0,1,2,0.26378722408890176,0.014860587738782936,1
1,0,0,0,0.3858907357248392,1,0,1,0,0,0,1,0,0,0,1,2,0.5916452794388392,0.25083416940765696,1
0,0,0,0,0.04632156136848553,1,0,1,0,0,0,0,0,0,0,0,2,0.5141093084918901,0.024070697408730503,1
1,0,1,0,0.19156045852276776,1,1,1,0,0,1,0,1,1,0,1,2,0.800944505460672,0.16211186508366282,1
1,0,0,0,0.35647081511539064,1,1,1,0,0,0,0,0,1,0,1,2,0.6565570757705282,0.24982554218335307,1
1,0,1,0,0.25,1,1,1,0,0,0,0,1,1,0,1,2,0.7642868834816028,0.19309629583072413,1
1,1,1,0,0.8124310307469456,1,1,1,0,1,1,0,1,1,0,1,2,0.8570267327429393,0.7075107032766299,1
0,1,1,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5168833263221525,0.0059308532535629266,1
1,0,0,0,0.39136423004673326,1,1,0,0,0,1,1,0,1,1,1,1,0.6275766337888127,0.2528469401686714,1
0,0,0,0,0.7920706857204046,1,1,1,0,1,1,0,1,1,1,1,0,0.8530167459810761,0.6638269277369981,1
1,0,0,0,0.06822104784351954,1,1,1,0,0,0,0,1,1,0,1,2,0.7577793288365282,0.04948305884054062,1
0,0,0,0,0.016332234837484538,1,0,1,0,0,0,0,0,1,0,0,2,0.6145706327402416,0.009165815675599353,1
1,1,0,0,0.6103584319850748,1,1,1,0,0,1,0,1,1,0,1,2,0.8080873038808429,0.4968092459455303,1
0,1,0,0,0.21692882845366415,1,0,0,0,0,0,1,0,0,0,0,1,0.3927666950658787,0.10424832945574744,1
0,1,0,0,0.1752057181715111,1,1,1,0,0,0,0,1,1,0,1,0,0.7654610539638146,0.1313299143262437,1
0,0,0,0,0.023465634606465745,1,1,0,0,0,0,0,0,0,0,1,2,0.313194010186579,0.008115900219528785,1
0,0,1,1,0.07606220657501502,1,0,1,0,0,0,1,0,0,0,1,2,0.6467511036283017,0.05392911101563519,1
1,0,0,0,0.03549603328317824,0,0,0,0,0,0,0,1,1,0,1,3,0.2912128658194436,0.014755854991309412,1
1,0,0,0,0.03473545886470315,0,0,0,0,0,0,0,0,1,0,1,2,0.2169438717888147,0.009943350798460824,1
0,0,0,0,0.18560773896711788,1,1,1,1,1,0,0,1,0,0,1,2,0.7780635479784251,0.14535199162534382,1
0,0,0,0,0.06614174698872334,1,0,1,0,1,0,1,0,1,0,1,2,0.7172820497489498,0.04837750697290723,1
1,0,0,0,0.5772539324995327,1,1,1,0,1,1,0,1,1,0,1,1,0.8613179763979429,0.48722695087479534,1
0,0,0,0,0.8144078480881368,1,0,1,0,0,1,0,1,1,1,1,2,0.7710568111313806,0.6533842364399959,1
1,0,0,0,0.1949427791447978,1,0,0,0,0,0,0,0,0,0,1,2,0.2687733616926613,0.06877128805876107,1
0,0,0,0,0.861111111111111,1,1,1,0,0,1,0,1,1,1,1,2,0.7823503798341731,0.7058966395790731,1
0,0,0,0,0.16799612397782027,1,0,1,0,0,0,0,0,0,0,0,0,0.5137256947220823,0.09586520248024619,1
0,1,0,0,0.5246915541631443,1,1,1,0,1,0,1,0,0,0,1,2,0.7338022996183102,0.407586185289198,1
1,1,0,0,0.20443441151096065,1,1,1,0,0,0,0,1,1,0,1,2,0.7724469525695401,0.15525286828855728,1
0,1,0,0,0.027777777777777776,1,0,1,0,0,0,0,0,0,0,0,2,0.5142825160310655,0.013802929427149812,1
1,0,1,0,0.09881352428673423,1,1,1,0,0,0,0,0,0,0,1,2,0.5711020094701081,0.05831559900800984,1
0,1,1,0,0.35677809325159443,1,1,1,0,0,0,0,1,1,0,1,2,0.7522770556073698,0.2742650276810322,1
0,0,0,0,0.14165555386809286,1,1,1,0,0,1,0,1,1,0,1,2,0.8197002983261233,0.12176948436993561,1
1,0,0,0,0.0318996917691938,1,0,1,0,1,0,0,1,1,0,0,2,0.7727085316722823,0.020858783846158926,1
0,0,0,0,0.030134157325515644,1,1,1,0,0,0,0,1,1,0,1,2,0.7599197125610889,0.022164638574756906,1
1,0,1,0,0.767521177435652,1,1,0,1,0,1,1,1,1,1,0,1,0.7505736675996139,0.6007658891854157,1
1,0,0,0,0.021209739426373313,1,0,2,0,0,0,0,0,0,0,0,3,0.017019576190025698,0.0014933279589219388,1
0,0,1,0,0.5755994461782932,1,0,1,0,0,1,0,0,1,0,1,2,0.7456787325644905,0.4464839876460887,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.2746345518847965,0.003121483090747987,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.012490149901343324,8.13824215422343e-05,1
1,0,0,0,0.014286490792612315,1,0,0,0,0,0,0,0,0,0,1,2,0.2732492415392675,0.0032529147674574726,1
1,0,0,0,0.057420643869404465,0,0,0,0,0,0,0,1,1,0,1,2,0.3006507422296896,0.021699690027751052,1
0,0,0,0,0.033049274435820564,1,1,1,0,0,0,0,1,1,0,1,2,0.7656114192566819,0.0249834108019375,1
0,0,1,1,0.18299853626016216,1,0,2,0,0,0,0,0,0,0,0,3,0.019397139332799088,0.029566559303081722,1
0,0,1,1,0.28017388789041364,1,0,0,0,1,0,0,1,1,1,0,0,0.6948197087650139,0.19815907354679346,1
0,0,1,0,0.9736556310013591,1,1,1,0,1,1,1,1,1,1,1,1,0.9070359712548451,0.8836184408971614,1
1,0,0,0,0.16112899046419982,1,0,0,0,0,0,0,0,0,0,1,0,0.2700256221557109,0.05830171827422728,1
0,0,0,0,0.11723086749175657,0,0,0,0,0,0,0,1,0,0,1,2,0.19689543687828345,0.03648664132946918,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,1,2,0.717508871775084,0.008257516918231707,1
0,0,1,0,0.041666666666666664,1,1,1,0,0,0,0,0,0,0,1,1,0.5611853217208903,0.02346140314412299,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,0,0.28855499247100097,0.003282919079544842,1
1,1,1,0,0.35545180373104696,1,1,1,0,0,0,0,0,0,0,1,2,0.5852902983086947,0.20979155646637918,1
0,0,0,0,0.027998459659315925,1,0,0,0,0,0,0,0,0,0,1,3,0.32580443558605593,0.009482470490833067,1
1,1,1,0,0.35993761524069307,1,1,1,0,0,0,0,1,1,0,1,2,0.7597435282102837,0.27245573060097267,1
0,0,1,1,0.7358869341239997,1,1,1,1,1,0,0,1,1,0,1,1,0.8497599565759536,0.6419062897354004,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.01972920633507343,0.00016533409146952228,1
1,0,0,0,0.35415037116716463,1,0,1,0,0,0,0,1,1,0,1,2,0.7593395461638371,0.2609913730602795,1
0,0,1,0,0.056543925671173105,1,1,1,0,0,0,0,0,1,0,1,0,0.662650792421385,0.037355181586661304,1
1,0,0,0,0.11625657837791202,1,0,1,0,0,0,0,0,0,0,1,2,0.5124932442435965,0.06637839563703045,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,2,0.2728029042091125,0.0031002413885317113,1
1,1,1,0,0.252635408207826,1,1,1,0,0,0,0,0,0,0,1,2,0.5659428719211863,0.14523251124788114,1
0,0,0,0,0.153988471779095,1,1,2,0,0,0,0,0,0,0,0,1,0.04924411051794372,0.026513358039286963,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,1,0,0,0,0,1,3,0.6082234590116363,0.006990128967305498,1
1,0,0,0,0.8295160934279534,1,1,1,1,0,1,1,1,1,1,1,1,0.9281761684755575,0.774467007785615,1
0,0,0,0,0.036210541224463294,1,0,0,0,0,1,1,1,1,0,0,2,0.5725655824063547,0.021251695169490686,1
1,0,0,1,0.45287278694652905,1,0,1,0,0,1,0,1,0,0,1,2,0.673456507611452,0.32568126296721456,1
0,0,0,0,0.17656217046800204,1,1,1,0,0,0,0,0,0,0,1,2,0.5934466365410758,0.10805582885314376,1
1,0,0,0,0.02341783555135774,0,0,0,0,0,0,0,0,0,0,1,2,0.0678178685772648,0.003201030462791936,1
0,1,0,0,0.3539785741897419,1,1,1,0,1,0,0,1,0,0,1,2,0.70726109383501,0.25582694130457023,1
1,0,0,0,0.4476370327974792,1,1,2,0,0,0,0,0,0,1,0,0,0.0698011619469707,0.09339147810877946,1
0,0,0,0,0.2045325982358917,1,1,1,0,0,0,1,1,1,0,1,0,0.8233410798453286,0.16776077263327677,1
0,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,0,3,0.02508707330167263,0.00022746952074983846,1
1,1,0,0,0.17029378226430666,1,1,1,0,0,1,0,1,1,0,1,2,0.8126555883944743,0.13544842935761914,1
0,1,0,0,0.3424422557346706,1,0,1,1,0,0,0,0,0,0,0,0,0.568124476111383,0.20118172928794642,1
1,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,0,0,1,2,0.6126462980459538,0.007041420834712481,1
0,0,1,0,0.45965904904653526,1,1,1,0,0,1,0,1,1,0,1,2,0.8560504664089114,0.3922466281920127,1
0,0,1,1,0.0640703265901551,1,0,1,0,0,0,1,1,0,0,1,2,0.6765506867564552,0.047772682036560016,1
0,0,0,0,0.027777777777777776,0,0,0,0,0,0,0,1,1,0,0,2,0.26703702042098443,0.008031962504787292,1
0,0,0,0,0.021001813245278687,1,0,1,0,0,0,0,0,0,0,0,0,0.513711767546418,0.010802039593801462,1
0,0,0,0,0.30760311684790576,1,0,0,1,1,0,1,1,0,1,0,3,0.5804185121349316,0.19324962352400626,1
1,0,1,1,0.23207313559612783,1,0,1,1,0,0,0,0,1,0,0,1,0.6791779957008487,0.16578902179289112,1
1,0,0,0,0.5725458670450041,1,0,1,0,0,0,0,0,0,0,1,2,0.563880950586959,0.3516536633853408,1
1,0,0,0,0.13043630247386473,1,0,0,0,1,0,0,0,0,0,1,3,0.3241210336729683,0.05289104178996326,1
1,0,0,0,0.013888888888888888,1,0,0,1,0,0,0,0,0,0,0,3,0.30521097811588643,0.003476079310021531,1
1,0,0,0,0.08640413098245392,1,0,1,0,0,0,0,0,1,0,1,2,0.6174109207714686,0.055182614379654334,1
0,1,1,0,0.496145444413732,1,1,1,0,0,0,0,0,0,0,1,2,0.5787479212671783,0.31712574441639024,1
0,0,0,0,0.025831611352344522,1,1,0,0,0,0,0,0,0,0,1,2,0.31092623669494357,0.009213016522094285,1
1,1,0,0,0.10700896956338862,1,0,1,0,0,0,0,0,0,0,0,1,0.5136948000936583,0.05955824293297042,1
1,0,1,0,0.18525787899545304,1,1,1,0,0,1,0,1,1,0,1,2,0.8045581709904515,0.15484065012588696,1
1,0,1,0,0.5222195134818219,1,1,1,0,1,1,0,0,1,0,1,2,0.7960040624921192,0.4209327198550233,1
0,0,0,0,0.041666666666666664,1,0,2,0,0,0,0,0,0,0,0,2,0.015412841309064538,0.0048985156965714646,1
1,1,1,0,0.35265544130624105,1,0,1,0,0,0,0,0,1,0,0,2,0.6354588091505565,0.237442892194219,1
0,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5361565928457964,0.006154366210593416,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,0,0,1,1,0,0,2,0.7230651829914534,0.008321953714590477,1
0,0,0,0,0.035330131120001336,1,1,1,0,0,0,0,0,0,0,0,3,0.6456417683074211,0.019457491741303297,1
1,0,0,0,0.5128146508040147,1,1,1,0,0,0,0,1,1,0,1,0,0.7796778584802213,0.39375092226811365,1
1,0,1,1,0.27037500234939044,1,1,1,0,0,1,0,1,1,0,0,2,0.8570548171768965,0.2309281929545875,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,1,0,0,0,0,1,2,0.3198149635064856,0.003645442399307846,1
1,1,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,2,0.5696624739373194,0.006542935452423332,1
0,0,0,0,0.09722222222222221,1,0,1,0,0,0,0,1,0,0,1,2,0.6055366477098483,0.05928273520233236,1
0,0,0,0,0.14269355568072822,1,1,0,0,0,0,1,0,1,0,0,2,0.5427721751893931,0.08314234441451772,1
0,0,1,1,0.4136342083695489,1,0,1,0,0,1,0,1,1,0,1,2,0.7796021549411304,0.34380601177089914,1
1,1,0,0,0.1628658242636488,1,1,1,0,0,0,0,0,0,0,1,1,0.6120917722400935,0.10340319666664478,1
1,0,1,0,0.34541608958045794,1,0,0,0,0,0,0,0,0,0,1,0,0.3984315583652051,0.15982077150391105,1
0,0,0,0,0.027777777777777776,1,0,2,0,0,0,0,0,0,0,0,3,0.02288379116513762,0.0022244574234628867,1
1,0,0,0,0.21685461404960005,1,1,2,0,0,0,0,0,0,0,0,1,0.0505414441946378,0.03900611296242974,1
1,0,1,0,0.02020947472983635,1,0,1,0,0,0,0,1,1,0,1,2,0.7600590473190192,0.012600214411463853,1
1,0,1,0,0.04071164914709027,1,0,1,0,0,0,0,1,1,0,1,2,0.7391681177432459,0.0309972911425352,1
1,0,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.06106592577332247,0.0006447179252502779,1
0,0,0,0,0.05201501576613707,1,0,2,0,0,0,0,0,0,0,0,2,0.011813473201573062,0.006619247050846839,1
1,0,0,0,0.268590973750856,1,0,0,0,0,0,0,0,0,0,1,0,0.29043269792720183,0.10515848424884071,1
0,1,0,0,0.8413192796057708,1,1,1,0,0,1,1,1,1,1,1,1,0.8730866510670303,0.7470297217875017,1
0,0,0,0,0.13270193764674765,1,0,0,0,0,0,1,1,0,0,0,3,0.4919582360942404,0.07481534774265891,1
0,0,0,0,0.024494719813986647,1,1,1,0,0,0,0,1,1,0,1,2,0.7638805065137698,0.017761171043376423,1
1,0,1,1,0.32555210180397326,1,0,1,0,0,0,0,1,1,1,1,2,0.7452083307955255,0.24013321487272052,1
0,0,0,0,0.23847295792629378,1,0,1,0,0,0,0,0,0,0,1,1,0.5295281871957934,0.13275566470489725,1
1,0,0,0,0.06944444444444445,1,0,0,0,0,1,0,1,1,0,1,2,0.5150392309353636,0.03789189312484641,1
0,0,0,0,0.027777777777777776,1,1,1,0,0,0,0,1,1,0,1,2,0.76761727367226,0.019814916212137632,1
1,1,0,0,0.204401366655516,1,1,1,0,0,0,0,0,0,0,1,2,0.5795805692682883,0.1202278707916864,1
0,1,0,0,0.2222222222222222,1,1,1,0,0,0,0,1,1,0,1,2,0.7759841817808694,0.17636433601976598,1
1,1,1,0,0.4883168735754944,1,1,1,0,0,0,0,1,1,0,1,2,0.7730269644937684,0.38363898239662036,1
0,0,0,0,0.013888888888888888,1,1,1,0,0,0,0,0,0,0,1,3,0.588220551786594,0.00675815433355097,1
0,0,1,1,0.8801552829141241,1,1,1,0,1,0,0,1,1,0,1,2,0.8424303366874069,0.7580868788597221,1
0,0,0,0,0.03052798108284363,1,0,1,0,0,1,0,0,0,0,1,2,0.5707650357605323,0.01775222467225741,1
1,1,1,0,0.1630105437903303,1,0,1,0,1,1,0,1,1,0,1,2,0.8034622912358808,0.1275045103496734,1
0,1,0,0,0.14286696280184139,1,0,1,0,0,0,0,0,0,0,1,2,0.5469111296387367,0.08426995232660062,1
0,0,1,1,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,2,0.01767158510740359,0.00014147176359266786,1
0,0,1,1,0.9425177329680781,1,1,1,1,0,1,1,1,1,2,1,1,0.9382051522814642,0.8931596453076848,1
1,0,0,0,0.02040307085373686,1,0,1,0,0,0,0,1,0,0,1,2,0.6111753038719963,0.011556401168174538,1
0,0,0,0,0.1302754126027489,1,1,1,0,0,0,0,0,1,0,0,2,0.6591687918239149,0.09173370741274092,1
0,1,0,0,0.013888888888888888,0,0,0,0,0,0,0,0,0,0,1,2,0.06980277049500463,0.000746039514741284,1
0,0,1,1,0.35997048598171655,1,0,1,0,1,1,0,1,0,0,1,0,0.7474384141424877,0.2789001801572789,1
0,0,0,0,0.04841364388033882,1,1,1,0,0,0,0,1,1,0,1,0,0.7533190086228859,0.03487852054941997,1
0,1,0,0,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5317136562953693,0.0061028412713690985,1
0,1,0,0,0.10740921914084814,1,1,1,0,0,0,0,1,1,0,1,2,0.7566071564595218,0.08607204240693145,1
1,0,1,0,0.7471199022312031,1,1,1,0,1,1,0,1,1,0,1,2,0.8552903963412036,0.6118563992164693,1
1,0,0,0,0.015435543060116332,1,0,0,0,0,0,0,0,0,0,0,1,0.2820984354346483,0.00407735239999963,1
0,0,0,0,0.0554527527909754,0,0,0,0,1,0,0,1,1,0,1,2,0.30164351928409977,0.02098570365490168,1
0,0,0,0,0.041085048491413416,0,0,0,0,0,0,0,1,1,0,0,2,0.2656846959884575,0.012753852614832686,1
1,0,0,0,0.052437502852373245,1,0,1,0,0,0,0,0,0,0,1,2,0.5141789826027793,0.023717296036896318,1
0,1,0,0,0.5249853852212207,1,1,1,0,0,0,1,1,1,0,0,2,0.8087551718765451,0.4264922039113413,1
0,0,0,0,0.1585441785414213,1,1,1,0,0,0,0,0,1,0,0,2,0.688182318222766,0.11310890713004859,1
1,0,0,0,0.11947145092338984,1,1,0,0,0,0,0,0,0,0,1,0,0.4989242880993476,0.062163219425340754,1
1,0,0,0,0.10520392699269229,1,0,1,0,0,0,0,0,0,0,1,3,0.5167970291712336,0.058088799912939755,1
0,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,0,3,0.2908598177011923,0.00330964824359218,1
0,0,0,0,0.09724535437221796,1,1,0,0,0,0,1,1,1,0,1,2,0.5611990567776708,0.0579778034937691,1
0,0,0,0,0.027743292959078243,1,1,1,0,0,0,0,0,0,0,1,2,0.5676567504339375,0.014870686420453708,1
0,1,0,0,0.05645332041750333,1,0,1,0,0,1,0,0,1,0,1,2,0.6951086530169548,0.04022186819154252,1
0,0,0,0,0.08340794103357582,1,0,1,0,0,0,0,1,1,0,0,2,0.707056039626962,0.06453966501741837,1
0,1,0,0,0.018586445913925744,1,0,1,0,0,1,0,0,1,0,1,2,0.6761263241353176,0.011317519267470587,1
1,0,0,0,0.01927818987487965,1,1,1,0,0,0,0,0,0,0,1,2,0.5698591788416532,0.010393722328097318,1
1,0,0,0,0.19403202873563954,1,1,1,0,1,0,0,1,1,0,1,2,0.8198140182878546,0.16089891391924543,1
1,0,0,0,0.041034139640224884,1,0,1,0,0,0,0,1,1,0,1,2,0.7035357738691892,0.02931048921792083,1
1,0,0,0,0.013888888888888888,1,0,0,0,0,0,0,0,0,0,1,2,0.31037730819501774,0.003535993477221241,1
0,0,0,0,0.06340621706540274,0,0,0,1,0,0,1,0,0,0,0,3,0.2039809645028693,0.02150573076242942,1
1,0,1,1,0.013888888888888888,1,0,1,0,0,0,0,0,0,0,1,2,0.5143002901156309,0.005900897664045801,1
1,0,0,0,0.5017547030698531,1,1,1,0,0,0,0,0,0,0,0,2,0.5656898192551923,0.3201657326650637,1
0,0,0,0,0.17752911195778714,0,0,0,0,0,0,0,0,1,0,1,2,0.1647196875849356,0.04484427418656852,1
0,0,0,0,0.035414489902271896,1,0,1,0,0,1,0,1,0,0,1,2,0.6794516446873083,0.019807510009610237,1
0,0,0,0,0.013888888888888888,1,0,1,0,0,1,0,0,0,0,0,2,0.5767373121636226,0.006624982676257106,1
0,0,1,1,0.4256650022852723,1,0,1,0,0,0,0,1,1,1,1,2,0.7417945181087495,0.3262856255428977,1
0,0,0,0,0.11346655096580259,1,0,1,0,0,0,0,1,0,0,1,0,0.6334789140701922,0.07877027847809881,1
1,0,0,0,0.03483038498252954,0,0,0,0,0,1,0,1,1,0,1,2,0.3434891693195232,0.013257521554885826,1
1,0,0,0,0.013888888888888888,1,0,2,0,0,0,0,0,0,0,1,2,0.017679187949816152,0.000141559934105299,1
0,0,0,0,0.26204194902419303,1,1,1,0,1,0,0,1,0,0,1,1,0.716877929810897,0.1847245140310156,1
1,0,1,0,0.35014489693435175,1,1,1,0,1,1,0,1,0,0,1,2,0.8038896022515916,0.27464463004904405,1
0,0,0,0,0.020523465267112795,1,1,1,0,1,0,0,0,1,0,1,1,0.7239328267388102,0.012506148905677684,1
1,0,0,0,0.049719963924499226,0,0,0,0,0,1,0,0,0,0,1,2,0.15733042062764754,0.012098660491413765,1
0,0,1,0,0.39503753054715574,1,1,0,1,0,0,0,0,0,0,0,2,0.5197986009679776,0.22907476168109528,1
1,1,0,0,0.8856519637720504,0,0,0,0,0,0,0,1,1,0,1,2,0.2820944878788326,0.3460144436108377,1
0,0,0,0,0.9722222222222222,1,1,1,1,1,1,1,1,1,1,0,1,0.9688953330941243,0.9221503808751781,1
0,0,1,0,0.4844256697881776,1,0,1,0,0,0,0,1,1,1,1,0,0.7279297827134553,0.3739723242542258,1
0,0,0,0,0.1131764922228388,1,0,1,1,0,0,0,1,0,0,0,2,0.6639458199005764,0.07643487088158513,1
0,0,0,0,0.439535742749563,1,0,0,1,1,0,1,1,1,1,0,0,0.657319407880919,0.30236848661055965,1
